experiment,family,model,score,hyperparameters,threshold_source,data_split,metric_split,n_samples,n_id,n_ood,auroc,aupr,fpr95,threshold,f1,precision,recall,tpr,fpr,accuracy,balanced_accuracy,tn,fp,fn,tp,fit_seconds,model_key,classifier_key,model_source,id_accuracy,id_macro_f1,has_raw_decision_scores,msp_confidence_threshold,id_mean_confidence,ood_mean_confidence,ood_p90_confidence,ood_high_conf_count,ood_high_conf_rate,score_seconds
experiment4_accuracy_vs_ood,Classifier-output scoring,Logistic Regression + MSP,MSP,default classifier settings,validation_best_f1,validation,Overall,2209,496,1713,0.9061387774701994,0.9697811156163597,0.4334677419354839,0.05489182472229004,0.9176604202157865,0.8933112216694307,0.9433741973146527,0.9433741973146527,0.38911290322580644,0.8687188773200544,0.777130647044423,303,193,97,1616,0.00024574995040893555,lr_msp,lr,loaded,0.9133064516129032,0.9133721517240848,True,0.9,0.8889357447624207,0.4735635817050934,0.8940969109535217,164,0.09573847051955633,
experiment4_accuracy_vs_ood,Classifier-output scoring,Logistic Regression + MSP,MSP,default classifier settings,validation_best_f1,validation,Near-OOD,1029,496,533,0.813230042970405,0.7979599229260126,0.5987903225806451,0.05489182472229004,0.776748104465038,0.7048929663608563,0.8649155722326454,0.8649155722326454,0.38911290322580644,0.7424684159378037,0.7379013345034194,303,193,72,461,0.00024574995040893555,lr_msp,lr,loaded,0.9133064516129032,0.9133721517240848,True,0.9,0.8889357447624207,0.6736434102058411,0.9661716818809509,115,0.21575984990619138,
experiment4_accuracy_vs_ood,Classifier-output scoring,Logistic Regression + MSP,MSP,default classifier settings,validation_best_f1,validation,Far-OOD,1676,496,1180,0.9481051804264626,0.9770204909172693,0.28830645161290325,0.05489182472229004,0.9137658227848101,0.8568249258160238,0.9788135593220338,0.9788135593220338,0.38911290322580644,0.869928400954654,0.7948503280481136,303,193,25,1155,0.00024574995040893555,lr_msp,lr,loaded,0.9133064516129032,0.9133721517240848,True,0.9,0.8889357447624207,0.38318851590156555,0.7682386636734009,49,0.04152542372881356,
experiment4_accuracy_vs_ood,Classifier-output scoring,Logistic Regression + MSP,MSP,default classifier settings,validation_best_f1,eval,Overall,8823,1984,6839,0.9010632729624686,0.9684565334020659,0.46118951612903225,0.05489182472229004,0.908817635270541,0.8900883218842002,0.9283520982599796,0.9283520982599796,0.3951612903225806,0.8556046696135101,0.7665954039686995,1200,784,490,6349,0.00024574995040893555,lr_msp,lr,loaded,0.9133064516129032,0.9133721517240848,True,0.9,0.8907675743103027,0.4816075265407562,0.9168469309806824,768,0.11229711946190964,0.006053000222891569
experiment4_accuracy_vs_ood,Classifier-output scoring,Logistic Regression + MSP,MSP,default classifier settings,validation_best_f1,eval,Near-OOD,4122,1984,2138,0.797724051532937,0.7816110862661547,0.6113911290322581,0.05489182472229004,0.7496790757381258,0.6908517350157729,0.8194574368568756,0.8194574368568756,0.3951612903225806,0.7161572052401747,0.7121480732671475,1200,784,386,1752,0.00024574995040893555,lr_msp,lr,loaded,0.9133064516129032,0.9133721517240848,True,0.9,0.8907675743103027,0.6943029165267944,0.9698792695999146,540,0.25257249766136575,0.006053000222891569
experiment4_accuracy_vs_ood,Classifier-output scoring,Logistic Regression + MSP,MSP,default classifier settings,validation_best_f1,eval,Far-OOD,6685,1984,4701,0.9480616255292285,0.9773445885099767,0.29788306451612906,0.05489182472229004,0.9119222376512597,0.8543021743170415,0.9778770474367156,0.9778770474367156,0.3951612903225806,0.8671652954375467,0.7913578785570674,1200,784,104,4597,0.00024574995040893555,lr_msp,lr,loaded,0.9133064516129032,0.9133721517240848,True,0.9,0.8907675743103027,0.3848743140697479,0.7724338173866272,228,0.048500319081046586,0.006053000222891569
experiment4_accuracy_vs_ood,Classifier-output scoring,Logistic Regression + Entropy,Entropy,default classifier settings,validation_best_f1,validation,Overall,2209,496,1713,0.9216663841967497,0.9764485145193283,0.43548387096774194,0.28842297196388245,0.9186738452819495,0.8926211453744494,0.9462930531231757,0.9462930531231757,0.39314516129032256,0.870076957899502,0.7765739459164265,301,195,92,1621,0.0001638331450521946,lr_entropy,lr,loaded,0.9133064516129032,0.9133721517240848,True,0.9,0.8889357447624207,0.4735635817050934,0.8940969109535217,164,0.09573847051955633,
experiment4_accuracy_vs_ood,Classifier-output scoring,Logistic Regression + Entropy,Entropy,default classifier settings,validation_best_f1,validation,Near-OOD,1029,496,533,0.8180150396417115,0.8059384841899206,0.592741935483871,0.28842297196388245,0.7733782645324347,0.7018348623853211,0.8611632270168855,0.8611632270168855,0.39314516129032256,0.738581146744412,0.7340090328632815,301,195,74,459,0.0001638331450521946,lr_entropy,lr,loaded,0.9133064516129032,0.9133721517240848,True,0.9,0.8889357447624207,0.6736434102058411,0.9661716818809509,115,0.21575984990619138,
experiment4_accuracy_vs_ood,Classifier-output scoring,Logistic Regression + Entropy,Entropy,default classifier settings,validation_best_f1,validation,Far-OOD,1676,496,1180,0.9684851694915255,0.9872167454308748,0.22580645161290322,0.28842297196388245,0.916042569964525,0.8563006632277081,0.9847457627118644,0.9847457627118644,0.39314516129032256,0.8729116945107399,0.7958003007107709,301,195,18,1162,0.0001638331450521946,lr_entropy,lr,loaded,0.9133064516129032,0.9133721517240848,True,0.9,0.8889357447624207,0.38318851590156555,0.7682386636734009,49,0.04152542372881356,
experiment4_accuracy_vs_ood,Classifier-output scoring,Logistic Regression + Entropy,Entropy,default classifier settings,validation_best_f1,eval,Overall,8823,1984,6839,0.9179701687192525,0.9755011667073725,0.45161290322580644,0.28842297196388245,0.910180495113077,0.8886876567288938,0.9327387044889603,0.9327387044889603,0.4027217741935484,0.8573047716196305,0.765008465147706,1185,799,460,6379,0.0001638331450521946,lr_entropy,lr,loaded,0.9133064516129032,0.9133721517240848,True,0.9,0.8907675743103027,0.4816075265407562,0.9168469309806824,768,0.11229711946190964,0.009016333147883415
experiment4_accuracy_vs_ood,Classifier-output scoring,Logistic Regression + Entropy,Entropy,default classifier settings,validation_best_f1,eval,Near-OOD,4122,1984,2138,0.805545627885573,0.7981897335011858,0.6149193548387096,0.28842297196388245,0.7478149648262631,0.6870348609479044,0.8203928905519177,0.8203928905519177,0.4027217741935484,0.7130033964095099,0.7088355581791846,1185,799,384,1754,0.0001638331450521946,lr_entropy,lr,loaded,0.9133064516129032,0.9133721517240848,True,0.9,0.8907675743103027,0.6943029165267944,0.9698792695999146,540,0.25257249766136575,0.009016333147883415
experiment4_accuracy_vs_ood,Classifier-output scoring,Logistic Regression + Entropy,Entropy,default classifier settings,validation_best_f1,eval,Far-OOD,6685,1984,4701,0.9691004959480138,0.9874885788689327,0.24243951612903225,0.28842297196388245,0.9135802469135802,0.8526917404129793,0.9838332269729845,0.9838332269729845,0.4027217741935484,0.8691099476439791,0.790555726389718,1185,799,76,4625,0.0001638331450521946,lr_entropy,lr,loaded,0.9133064516129032,0.9133721517240848,True,0.9,0.8907675743103027,0.3848743140697479,0.7724338173866272,228,0.048500319081046586,0.009016333147883415
experiment4_accuracy_vs_ood,Classifier-output scoring,Logistic Regression + Margin,Margin,default classifier settings,validation_best_f1,validation,Overall,2209,496,1713,0.8870720580758149,0.9569529390309446,0.45161290322580644,0.09232109785079956,0.9163096258211939,0.8970917225950783,0.9363689433741973,0.9363689433741973,0.3709677419354839,0.8673607967406066,0.7827006007193567,312,184,109,1604,0.0001789173111319542,lr_margin,lr,loaded,0.9133064516129032,0.9133721517240848,True,0.9,0.8889357447624207,0.4735635817050934,0.8940969109535217,164,0.09573847051955633,
experiment4_accuracy_vs_ood,Classifier-output scoring,Logistic Regression + Margin,Margin,default classifier settings,validation_best_f1,validation,Near-OOD,1029,496,533,0.808649307026569,0.7856106455046112,0.594758064516129,0.09232109785079956,0.7774936061381074,0.7125,0.8555347091932458,0.8555347091932458,0.3709677419354839,0.7463556851311953,0.742283483628881,312,184,77,456,0.0001789173111319542,lr_margin,lr,loaded,0.9133064516129032,0.9133721517240848,True,0.9,0.8889357447624207,0.6736434102058411,0.9661716818809509,115,0.21575984990619138,
experiment4_accuracy_vs_ood,Classifier-output scoring,Logistic Regression + Margin,Margin,default classifier settings,validation_best_f1,validation,Far-OOD,1676,496,1180,0.9224952159650083,0.9572436389951104,0.31451612903225806,0.09232109785079956,0.9140127388535032,0.8618618618618619,0.9728813559322034,0.9728813559322034,0.3709677419354839,0.8711217183770883,0.8009568069983597,312,184,32,1148,0.0001789173111319542,lr_margin,lr,loaded,0.9133064516129032,0.9133721517240848,True,0.9,0.8889357447624207,0.38318851590156555,0.7682386636734009,49,0.04152542372881356,
experiment4_accuracy_vs_ood,Classifier-output scoring,Logistic Regression + Margin,Margin,default classifier settings,validation_best_f1,eval,Overall,8823,1984,6839,0.8805653592536167,0.9540658765469701,0.4642137096774194,0.09232109785079956,0.9050705848458658,0.8918381831085876,0.9187015645562217,0.9187015645562217,0.3840725806451613,0.8506177037288905,0.7673144919555301,1222,762,556,6283,0.0001789173111319542,lr_margin,lr,loaded,0.9133064516129032,0.9133721517240848,True,0.9,0.8907675743103027,0.4816075265407562,0.9168469309806824,768,0.11229711946190964,0.006525999866425991
experiment4_accuracy_vs_ood,Classifier-output scoring,Logistic Regression + Margin,Margin,default classifier settings,validation_best_f1,eval,Near-OOD,4122,1984,2138,0.7930122457678264,0.7651877455439193,0.6013104838709677,0.09232109785079956,0.7475707190671561,0.694344163658243,0.8096351730589336,0.8096351730589336,0.3840725806451613,0.7163998059194566,0.7127812962068862,1222,762,407,1731,0.0001789173111319542,lr_margin,lr,loaded,0.9133064516129032,0.9133721517240848,True,0.9,0.8907675743103027,0.6943029165267944,0.9698792695999146,540,0.25257249766136575,0.006525999866425991
experiment4_accuracy_vs_ood,Classifier-output scoring,Logistic Regression + Margin,Margin,default classifier settings,validation_best_f1,eval,Far-OOD,6685,1984,4701,0.920384239626435,0.9554021932522035,0.3180443548387097,0.09232109785079956,0.909036445332002,0.8566051938276251,0.9683046160391406,0.9683046160391406,0.3840725806451613,0.8637247569184742,0.7921160176969897,1222,762,149,4552,0.0001789173111319542,lr_margin,lr,loaded,0.9133064516129032,0.9133721517240848,True,0.9,0.8907675743103027,0.3848743140697479,0.7724338173866272,228,0.048500319081046586,0.006525999866425991
experiment4_accuracy_vs_ood,Classifier-output scoring,Logistic Regression + MaxLogit,MaxLogit,default classifier settings,validation_best_f1,validation,Overall,2209,496,1713,0.937044517258912,0.9813991539550717,0.36088709677419356,-9.52241325378418,0.9261055634807418,0.9056919642857143,0.9474605954465849,0.9474605954465849,0.3407258064516129,0.882752376641014,0.803367394497486,327,169,90,1623,0.00021458277478814125,lr_max_logit,lr,loaded,0.9133064516129032,0.9133721517240848,True,0.9,0.8889357447624207,0.4735635817050934,0.8940969109535217,164,0.09573847051955633,
experiment4_accuracy_vs_ood,Classifier-output scoring,Logistic Regression + MaxLogit,MaxLogit,default classifier settings,validation_best_f1,validation,Near-OOD,1029,496,533,0.8255386431035525,0.8164472631526323,0.6169354838709677,-9.52241325378418,0.7801911381407471,0.7265372168284789,0.8424015009380863,0.8424015009380863,0.3407258064516129,0.7541302235179786,0.7508378472432367,327,169,84,449,0.00021458277478814125,lr_max_logit,lr,loaded,0.9133064516129032,0.9133721517240848,True,0.9,0.8889357447624207,0.6736434102058411,0.9661716818809509,115,0.21575984990619138,
experiment4_accuracy_vs_ood,Classifier-output scoring,Logistic Regression + MaxLogit,MaxLogit,default classifier settings,validation_best_f1,validation,Far-OOD,1676,496,1180,0.9874111536358667,0.9945364224821067,0.06048387096774194,-9.52241325378418,0.9306381292112564,0.874162323157111,0.9949152542372881,0.9949152542372881,0.3407258064516129,0.8955847255369929,0.8270947238928377,327,169,6,1174,0.00021458277478814125,lr_max_logit,lr,loaded,0.9133064516129032,0.9133721517240848,True,0.9,0.8889357447624207,0.38318851590156555,0.7682386636734009,49,0.04152542372881356,
experiment4_accuracy_vs_ood,Classifier-output scoring,Logistic Regression + MaxLogit,MaxLogit,default classifier settings,validation_best_f1,eval,Overall,8823,1984,6839,0.9321974907315256,0.980184021104111,0.4022177419354839,-9.52241325378418,0.9156157670966347,0.9026712134129014,0.9289369790905103,0.9289369790905103,0.34526209677419356,0.86727870338887,0.7918374411581584,1299,685,486,6353,0.00021458277478814125,lr_max_logit,lr,loaded,0.9133064516129032,0.9133721517240848,True,0.9,0.8907675743103027,0.4816075265407562,0.9168469309806824,768,0.11229711946190964,0.00584258371964097
experiment4_accuracy_vs_ood,Classifier-output scoring,Logistic Regression + MaxLogit,MaxLogit,default classifier settings,validation_best_f1,eval,Near-OOD,4122,1984,2138,0.8098045590165666,0.8061654008767914,0.6527217741935484,-9.52241325378418,0.7467258601553829,0.710604140261935,0.7867165575304023,0.7867165575304023,0.34526209677419356,0.7231926249393499,0.7207272303781044,1299,685,456,1682,0.00021458277478814125,lr_max_logit,lr,loaded,0.9133064516129032,0.9133721517240848,True,0.9,0.8907675743103027,0.6943029165267944,0.9698792695999146,540,0.25257249766136575,0.00584258371964097
experiment4_accuracy_vs_ood,Classifier-output scoring,Logistic Regression + MaxLogit,MaxLogit,default classifier settings,validation_best_f1,eval,Far-OOD,6685,1984,4701,0.9878614107499434,0.9948443662994085,0.057459677419354836,-9.52241325378418,0.9289052401312519,0.8721060492905153,0.9936183790682833,0.9936183790682833,0.34526209677419356,0.8930441286462228,0.8241781411470449,1299,685,30,4671,0.00021458277478814125,lr_max_logit,lr,loaded,0.9133064516129032,0.9133721517240848,True,0.9,0.8907675743103027,0.3848743140697479,0.7724338173866272,228,0.048500319081046586,0.00584258371964097
experiment4_accuracy_vs_ood,Classifier-output scoring,Logistic Regression + Energy,Energy,default classifier settings,validation_best_f1,validation,Overall,2209,496,1713,0.9377695233790936,0.9818818108084703,0.3467741935483871,-9.661263465881348,0.9276522733771805,0.9091928251121076,0.9468768242848803,0.9468768242848803,0.32661290322580644,0.8854685377999094,0.810131960529537,334,162,91,1622,0.0001565832644701004,lr_energy,lr,loaded,0.9133064516129032,0.9133721517240848,True,0.9,0.8889357447624207,0.4735635817050934,0.8940969109535217,164,0.09573847051955633,
experiment4_accuracy_vs_ood,Classifier-output scoring,Logistic Regression + Energy,Energy,default classifier settings,validation_best_f1,validation,Near-OOD,1029,496,533,0.8208822550384314,0.8066552332197221,0.6108870967741935,-9.661263465881348,0.7817703768624014,0.7335526315789473,0.8367729831144465,0.8367729831144465,0.32661290322580644,0.7580174927113703,0.75508003994432,334,162,87,446,0.0001565832644701004,lr_energy,lr,loaded,0.9133064516129032,0.9133721517240848,True,0.9,0.8889357447624207,0.6736434102058411,0.9661716818809509,115,0.21575984990619138,
experiment4_accuracy_vs_ood,Classifier-output scoring,Logistic Regression + Energy,Energy,default classifier settings,validation_best_f1,validation,Far-OOD,1676,496,1180,0.9905669081465283,0.996091150791846,0.03024193548387097,-9.661263465881348,0.9340746624305004,0.8789237668161435,0.9966101694915255,0.9966101694915255,0.32661290322580644,0.9009546539379475,0.8349986331328595,334,162,4,1176,0.0001565832644701004,lr_energy,lr,loaded,0.9133064516129032,0.9133721517240848,True,0.9,0.8889357447624207,0.38318851590156555,0.7682386636734009,49,0.04152542372881356,
experiment4_accuracy_vs_ood,Classifier-output scoring,Logistic Regression + Energy,Energy,default classifier settings,validation_best_f1,eval,Overall,8823,1984,6839,0.9330849088364175,0.9805865458515655,0.3865927419354839,-9.661263465881348,0.9198470528821874,0.907861008259755,0.9321538236584296,0.9321538236584296,0.32610887096774194,0.8740791114133515,0.8030224763453438,1337,647,464,6375,0.0001565832644701004,lr_energy,lr,loaded,0.9133064516129032,0.9133721517240848,True,0.9,0.8907675743103027,0.4816075265407562,0.9168469309806824,768,0.11229711946190964,0.008859791792929173
experiment4_accuracy_vs_ood,Classifier-output scoring,Logistic Regression + Energy,Energy,default classifier settings,validation_best_f1,eval,Near-OOD,4122,1984,2138,0.806302147771508,0.798820846653193,0.657258064516129,-9.661263465881348,0.7561411344350156,0.7235042735042735,0.7918615528531338,0.7918615528531338,0.32610887096774194,0.735080058224163,0.7328763409426959,1337,647,445,1693,0.0001565832644701004,lr_energy,lr,loaded,0.9133064516129032,0.9133721517240848,True,0.9,0.8907675743103027,0.6943029165267944,0.9698792695999146,540,0.25257249766136575,0.008859791792929173
experiment4_accuracy_vs_ood,Classifier-output scoring,Logistic Regression + Energy,Energy,default classifier settings,validation_best_f1,eval,Far-OOD,6685,1984,4701,0.9907453094228408,0.9961615988217103,0.03578629032258065,-9.661263465881348,0.9335992023928216,0.8785888534434227,0.9959583067432461,0.9959583067432461,0.32610887096774194,0.90037397157816,0.8349247178877521,1337,647,19,4682,0.0001565832644701004,lr_energy,lr,loaded,0.9133064516129032,0.9133721517240848,True,0.9,0.8907675743103027,0.3848743140697479,0.7724338173866272,228,0.048500319081046586,0.008859791792929173
experiment4_accuracy_vs_ood,Classifier-output scoring,MLP + MSP,MSP,default classifier settings,validation_best_f1,validation,Overall,2209,496,1713,0.8743738583507523,0.9538853397692095,0.532258064516129,1.9073486328125e-05,0.9088863892013498,0.8768312533912099,0.9433741973146527,0.9433741973146527,0.4576612903225806,0.8533272974196469,0.742856453496036,269,227,97,1616,0.0016902917996048927,mlp_msp,mlp,loaded,0.9133064516129032,0.9132524940603197,False,0.9,0.9806575179100037,0.8254755139350891,0.9998807907104492,887,0.5178050204319906,
experiment4_accuracy_vs_ood,Classifier-output scoring,MLP + MSP,MSP,default classifier settings,validation_best_f1,validation,Near-OOD,1029,496,533,0.7726162016582945,0.7687676751373251,0.7862903225806451,1.9073486328125e-05,0.7406793703396851,0.6632047477744807,0.8386491557223265,0.8386491557223265,0.4576612903225806,0.6958211856171039,0.6904939326998729,269,227,86,447,0.0016902917996048927,mlp_msp,mlp,loaded,0.9133064516129032,0.9132524940603197,False,0.9,0.9806575179100037,0.9085010886192322,0.9999964833259583,377,0.7073170731707317,
experiment4_accuracy_vs_ood,Classifier-output scoring,MLP + MSP,MSP,default classifier settings,validation_best_f1,validation,Far-OOD,1676,496,1180,0.9203372744669218,0.9564336250698509,0.29435483870967744,1.9073486328125e-05,0.907608695652174,0.8373925501432665,0.9906779661016949,0.9906779661016949,0.4576612903225806,0.8579952267303103,0.7665083378895572,269,227,11,1169,0.0016902917996048927,mlp_msp,mlp,loaded,0.9133064516129032,0.9132524940603197,False,0.9,0.9806575179100037,0.7879732847213745,0.9981887340545654,510,0.4322033898305085,
experiment4_accuracy_vs_ood,Classifier-output scoring,MLP + MSP,MSP,default classifier settings,validation_best_f1,eval,Overall,8823,1984,6839,0.8660185121858033,0.9513734517676535,0.5463709677419355,1.9073486328125e-05,0.9019079367331017,0.8757575757575757,0.9296680801286737,0.9296680801286737,0.45463709677419356,0.8432505950357021,0.7375154916772402,1082,902,481,6358,0.0016902917996048927,mlp_msp,mlp,loaded,0.9133064516129032,0.9132524940603197,False,0.9,0.9824762940406799,0.831104040145874,0.9999186992645264,3775,0.551981283813423,0.02817016700282693
experiment4_accuracy_vs_ood,Classifier-output scoring,MLP + MSP,MSP,default classifier settings,validation_best_f1,eval,Near-OOD,4122,1984,2138,0.7579321428302,0.7601796776216299,0.7641129032258065,1.9073486328125e-05,0.7229573618987608,0.6561189477697293,0.8049579045837231,0.8049579045837231,0.45463709677419356,0.6800097040271713,0.6751604039047647,1082,902,417,1721,0.0016902917996048927,mlp_msp,mlp,loaded,0.9133064516129032,0.9132524940603197,False,0.9,0.9824762940406799,0.9117187857627869,0.9999976754188538,1606,0.7511693171188026,0.02817016700282693
experiment4_accuracy_vs_ood,Classifier-output scoring,MLP + MSP,MSP,default classifier settings,validation_best_f1,eval,Far-OOD,6685,1984,4701,0.9151758526840549,0.9543093771048533,0.30393145161290325,1.9073486328125e-05,0.9056640625,0.837154721068785,0.9863858753456711,0.9863858753456711,0.45463709677419356,0.8554973821989529,0.7658743892857388,1082,902,64,4637,0.0016902917996048927,mlp_msp,mlp,loaded,0.9133064516129032,0.9132524940603197,False,0.9,0.9824762940406799,0.794440746307373,0.998710036277771,2169,0.46139119336311424,0.02817016700282693
experiment4_accuracy_vs_ood,Classifier-output scoring,MLP + Entropy,Entropy,default classifier settings,validation_best_f1,validation,Overall,2209,496,1713,0.8780871608007079,0.9574002109687102,0.532258064516129,0.00023175675596576184,0.9089376053962901,0.8764227642276423,0.9439579684763573,0.9439579684763573,0.4596774193548387,0.8533272974196469,0.7421402745607593,268,228,96,1617,0.001492166891694069,mlp_entropy,mlp,loaded,0.9133064516129032,0.9132524940603197,False,0.9,0.9806575179100037,0.8254755139350891,0.9998807907104492,887,0.5178050204319906,
experiment4_accuracy_vs_ood,Classifier-output scoring,MLP + Entropy,Entropy,default classifier settings,validation_best_f1,validation,Near-OOD,1029,496,533,0.7727448102644798,0.769693905664663,0.7620967741935484,0.00023175675596576184,0.7411083540115798,0.6627218934911243,0.8405253283302064,0.8405253283302064,0.4596774193548387,0.6958211856171039,0.6904239544876838,268,228,85,448,0.001492166891694069,mlp_entropy,mlp,loaded,0.9133064516129032,0.9132524940603197,False,0.9,0.9806575179100037,0.9085010886192322,0.9999964833259583,377,0.7073170731707317,
experiment4_accuracy_vs_ood,Classifier-output scoring,MLP + Entropy,Entropy,default classifier settings,validation_best_f1,validation,Far-OOD,1676,496,1180,0.925669764898852,0.9620191487720555,0.29838709677419356,0.00023175675596576184,0.9072564998059759,0.8367931281317108,0.9906779661016949,0.9906779661016949,0.4596774193548387,0.8573985680190931,0.7655002733734281,268,228,11,1169,0.001492166891694069,mlp_entropy,mlp,loaded,0.9133064516129032,0.9132524940603197,False,0.9,0.9806575179100037,0.7879732847213745,0.9981887340545654,510,0.4322033898305085,
experiment4_accuracy_vs_ood,Classifier-output scoring,MLP + Entropy,Entropy,default classifier settings,validation_best_f1,eval,Overall,8823,1984,6839,0.8693593933512257,0.9545657059586657,0.5448588709677419,0.00023175675596576184,0.902041394953218,0.8753611225753198,0.9303991811668373,0.9303991811668373,0.4566532258064516,0.8433639351694435,0.7368729776801928,1078,906,476,6363,0.001492166891694069,mlp_entropy,mlp,loaded,0.9133064516129032,0.9132524940603197,False,0.9,0.9824762940406799,0.831104040145874,0.9999186992645264,3775,0.551981283813423,0.02845799969509244
experiment4_accuracy_vs_ood,Classifier-output scoring,MLP + Entropy,Entropy,default classifier settings,validation_best_f1,eval,Near-OOD,4122,1984,2138,0.7578002410302062,0.7604189184995533,0.7615927419354839,0.00023175675596576184,0.7228865114327669,0.6553822746291366,0.8058933582787652,0.8058933582787652,0.4566532258064516,0.6795245026686074,0.6746200662361568,1078,906,415,1723,0.001492166891694069,mlp_entropy,mlp,loaded,0.9133064516129032,0.9132524940603197,False,0.9,0.9824762940406799,0.9117187857627869,0.9999976754188538,1606,0.7511693171188026,0.02845799969509244
experiment4_accuracy_vs_ood,Classifier-output scoring,MLP + Entropy,Entropy,default classifier settings,validation_best_f1,eval,Far-OOD,6685,1984,4701,0.9200961446089025,0.9594317695981867,0.3034274193548387,0.00023175675596576184,0.9056309163657655,0.8366390191128742,0.9870240374388428,0.9870240374388428,0.4566532258064516,0.8553477935676889,0.7651854058161955,1078,906,61,4640,0.001492166891694069,mlp_entropy,mlp,loaded,0.9133064516129032,0.9132524940603197,False,0.9,0.9824762940406799,0.794440746307373,0.998710036277771,2169,0.46139119336311424,0.02845799969509244
experiment4_accuracy_vs_ood,Classifier-output scoring,MLP + Margin,Margin,default classifier settings,validation_best_f1,validation,Overall,2209,496,1713,0.8721594118976329,0.9508818316678588,0.5342741935483871,3.8623809814453125e-05,0.9090909090909091,0.8802624384909786,0.939871570344425,0.939871570344425,0.4415322580645161,0.854232684472612,0.7491696561399545,277,219,103,1610,0.0013787909410893917,mlp_margin,mlp,loaded,0.9133064516129032,0.9132524940603197,False,0.9,0.9806575179100037,0.8254755139350891,0.9998807907104492,887,0.5178050204319906,
experiment4_accuracy_vs_ood,Classifier-output scoring,MLP + Margin,Margin,default classifier settings,validation_best_f1,validation,Near-OOD,1029,496,533,0.7732233099316105,0.7677341047043927,0.7580645161290323,3.8623809814453125e-05,0.7414225941422594,0.6691842900302115,0.8311444652908068,0.8311444652908068,0.4415322580645161,0.6997084548104956,0.6948061036131453,277,219,90,443,0.0013787909410893917,mlp_margin,mlp,loaded,0.9133064516129032,0.9132524940603197,False,0.9,0.9806575179100037,0.9085010886192322,0.9999964833259583,377,0.7073170731707317,
experiment4_accuracy_vs_ood,Classifier-output scoring,MLP + Margin,Margin,default classifier settings,validation_best_f1,validation,Far-OOD,1676,496,1180,0.91684834609076,0.9514714496762544,0.28830645161290325,3.8623809814453125e-05,0.9095869056897895,0.841991341991342,0.9889830508474576,0.9889830508474576,0.4415322580645161,0.8615751789976134,0.7737253963914708,277,219,13,1167,0.0013787909410893917,mlp_margin,mlp,loaded,0.9133064516129032,0.9132524940603197,False,0.9,0.9806575179100037,0.7879732847213745,0.9981887340545654,510,0.4322033898305085,
